Module,Dependency,License,Url
authentication-server,net.logstash.logback:logstash-logback-encoder:6.4,"Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0
authentication-server,net.logstash.logback:logstash-logback-encoder:6.4,MIT License,http://www.slf4j.org/license.html
authentication-server,org.springframework.boot:spring-boot-starter-cache:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.apache.santuario:xmlsec:2.2.3,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.springfox:springfox-spring-webmvc:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.cloud:spring-cloud-starter-openfeign:3.0.6,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.springframework:spring-core:5.3.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.slf4j:slf4j-api:1.7.32,MIT License,http://www.opensource.org/licenses/mit-license.php
authentication-server,org.springframework.boot:spring-boot-starter-validation:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.bouncycastle:bcpkix-jdk15on:1.68,Bouncy Castle Licence,http://www.bouncycastle.org/licence.html
authentication-server,org.apache.tomcat.embed:tomcat-embed-websocket:9.0.55,"Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,net.minidev:json-smart:2.3.1,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.cloud:spring-cloud-openfeign-core:3.0.6,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.apache.logging.log4j:log4j-api:2.13.3,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.springfox:springfox-oas:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.projectreactor:reactor-core:3.4.12,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.springfox:springfox-boot-starter:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.mapstruct:mapstruct:1.3.1.Final,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.boot:spring-boot-starter:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,io.github.openfeign:feign-slf4j:10.12,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,com.fasterxml.jackson.core:jackson-databind:2.11.4,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,com.fasterxml.jackson.module:jackson-module-parameter-names:2.11.4,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.boot:spring-boot-starter-actuator:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.mongodb:mongodb-driver-sync:4.1.2,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,com.github.ua-parser:uap-java:1.4.4,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,com.stoyanr:evictor:1.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.springfox:springfox-core:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.swagger.core.v3:swagger-annotations:2.1.2,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html
authentication-server,org.glassfish:jakarta.el:3.0.4,EPL 2.0,http://www.eclipse.org/legal/epl-2.0
authentication-server,org.glassfish:jakarta.el:3.0.4,GPL2 w/ CPE,https://www.gnu.org/software/classpath/license.html
authentication-server,com.googlecode.json-simple:json-simple:1.1.1,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.swagger.core.v3:swagger-models:2.1.2,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html
authentication-server,org.passay:passay:1.6.0,Apache 2,http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.passay:passay:1.6.0,GNU Lesser General Public License,http://www.gnu.org/licenses/lgpl-3.0.txt
authentication-server,com.github.spotbugs:spotbugs-annotations:4.0.1,"GNU LESSER GENERAL PUBLIC LICENSE, Version 2.1",https://www.gnu.org/licenses/old-licenses/lgpl-2.1.en.html
authentication-server,org.springframework:spring-jcl:5.3.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.openapitools:jackson-databind-nullable:0.2.1,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.hateoas:spring-hateoas:1.2.11,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.springframework:spring-context-support:5.3.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,javax.xml.bind:jaxb-api:2.3.1,CDDL 1.1,https://oss.oracle.com/licenses/CDDL+GPL-1.1
authentication-server,javax.xml.bind:jaxb-api:2.3.1,GPL2 w/ CPE,https://oss.oracle.com/licenses/CDDL+GPL-1.1
authentication-server,org.springframework.security:spring-security-crypto:5.4.9,"The Apache Software License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.boot:spring-boot-starter-security:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,com.auth0:java-jwt:3.12.0,The MIT License (MIT),https://raw.githubusercontent.com/auth0/java-jwt/master/LICENSE
authentication-server,org.jvnet.staxex:stax-ex:1.7.8,Dual license consisting of the CDDL v1.1 and GPL v2,https://glassfish.dev.java.net/public/CDDL+GPL_1_1.html
authentication-server,org.glassfish.jaxb:jaxb-core:2.3.0.1,CDDL+GPL License,http://glassfish.java.net/public/CDDL+GPL_1_1.html
authentication-server,org.ow2.asm:asm:5.0.4,BSD,http://asm.objectweb.org/license.html
authentication-server,io.springfox:springfox-swagger2:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.boot:spring-boot:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,com.jayway.jsonpath:json-path:2.4.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework:spring-tx:5.3.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.springframework.cloud:spring-cloud-starter:3.0.5,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,io.swagger:swagger-annotations:1.5.20,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html
authentication-server,org.springframework.cloud:spring-cloud-context:3.0.5,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.springframework:spring-expression:5.3.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,io.springfox:springfox-data-rest:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.boot:spring-boot-starter-tomcat:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.yaml:snakeyaml:1.27,"Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.github.openfeign.form:feign-form:3.8.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.apache.tomcat:tomcat-annotations-api:9.0.55,"Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,jakarta.annotation:jakarta.annotation-api:1.3.5,EPL 2.0,http://www.eclipse.org/legal/epl-2.0
authentication-server,jakarta.annotation:jakarta.annotation-api:1.3.5,GPL2 w/ CPE,https://www.gnu.org/software/classpath/license.html
authentication-server,org.bouncycastle:bcprov-jdk15on:1.69,Bouncy Castle Licence,https://www.bouncycastle.org/licence.html
authentication-server,org.jolokia:jolokia-core:1.6.2,Apache 2,http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.micrometer:micrometer-core:1.6.13,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework:spring-web:5.3.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,com.google.code.findbugs:jsr305:3.0.2,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework:spring-beans:5.3.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.apache.logging.log4j:log4j-to-slf4j:2.13.3,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.cloud:spring-cloud-starter-loadbalancer:3.0.5,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,ch.qos.logback:logback-classic:1.2.7,Eclipse Public License - v 1.0,http://www.eclipse.org/legal/epl-v10.html
authentication-server,ch.qos.logback:logback-classic:1.2.7,GNU Lesser General Public License,http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html
authentication-server,org.springframework.security:spring-security-web:5.4.9,"The Apache Software License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.springfox:springfox-spi:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,net.minidev:accessors-smart:2.3.1,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,com.sun.xml.fastinfoset:FastInfoset:1.2.13,"Apache License, Version 2.0",http://www.opensource.org/licenses/apache2.0.php
authentication-server,net.bytebuddy:byte-buddy:1.10.22,"Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.plugin:spring-plugin-core:2.0.0.RELEASE,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,com.fasterxml.jackson.core:jackson-core:2.11.4,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.jboss.logging:jboss-logging:3.4.2.Final,"Apache License, version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.checkerframework:checker-qual:3.8.0,The MIT License,http://opensource.org/licenses/MIT
authentication-server,ch.qos.logback:logback-core:1.2.7,Eclipse Public License - v 1.0,http://www.eclipse.org/legal/epl-v10.html
authentication-server,ch.qos.logback:logback-core:1.2.7,GNU Lesser General Public License,http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html
authentication-server,de.codecentric:spring-boot-admin-client:2.1.6,"Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.apache.commons:commons-collections4:4.1,"Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.mongodb:bson:4.1.2,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,commons-codec:commons-codec:1.15,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.glassfish.jaxb:jaxb-runtime:2.3.0.1,CDDL+GPL License,http://glassfish.java.net/public/CDDL+GPL_1_1.html
authentication-server,org.springframework.security:spring-security-core:5.4.9,"The Apache Software License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.latencyutils:LatencyUtils:2.0.3,"Public Domain, per Creative Commons CC0",http://creativecommons.org/publicdomain/zero/1.0/
authentication-server,io.swagger:swagger-models:1.5.20,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html
authentication-server,org.springframework:spring-context:5.3.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.codehaus.woodstox:stax2-api:4.2,The BSD License,http://www.opensource.org/licenses/bsd-license.php
authentication-server,javax.activation:javax.activation-api:1.2.0,CDDL/GPLv2+CE,https://github.com/javaee/activation/blob/master/LICENSE.txt
authentication-server,org.springframework.boot:spring-boot-actuator-autoconfigure:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,com.onelogin:java-saml:2.8.0,MIT License,https://opensource.org/licenses/MIT
authentication-server,org.springframework.cloud:spring-cloud-commons:3.0.5,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,io.projectreactor.addons:reactor-extra:3.4.5,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.apache.tomcat.embed:tomcat-embed-core:9.0.55,"Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,com.github.ben-manes.caffeine:caffeine:2.8.8,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.11.4,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.boot:spring-boot-starter-web:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,com.google.errorprone:error_prone_annotations:2.4.0,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,com.sun.istack:istack-commons-runtime:3.0.5,CDDL 1.1,https://glassfish.java.net/public/CDDL+GPL_1_1.html
authentication-server,com.sun.istack:istack-commons-runtime:3.0.5,GPL2 w/ CPE,https://glassfish.java.net/public/CDDL+GPL_1_1.html
authentication-server,org.springframework.boot:spring-boot-actuator:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,com.fasterxml.jackson.core:jackson-annotations:2.11.4,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.plugin:spring-plugin-metadata:2.0.0.RELEASE,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.springframework.boot:spring-boot-starter-data-mongodb:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.bouncycastle:bcpg-jdk15on:1.69,Bouncy Castle Licence,https://www.bouncycastle.org/licence.html
authentication-server,org.bouncycastle:bcpg-jdk15on:1.69,"Apache Software License, Version 1.1",https://www.apache.org/licenses/LICENSE-1.1
authentication-server,com.fasterxml:classmate:1.5.1,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.boot:spring-boot-starter-logging:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,io.springfox:springfox-swagger-ui:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.slf4j:jul-to-slf4j:1.7.32,MIT License,http://www.opensource.org/licenses/mit-license.php
authentication-server,org.hdrhistogram:HdrHistogram:2.1.12,"Public Domain, per Creative Commons CC0",http://creativecommons.org/publicdomain/zero/1.0/
authentication-server,org.hdrhistogram:HdrHistogram:2.1.12,BSD-2-Clause,https://opensource.org/licenses/BSD-2-Clause
authentication-server,jakarta.validation:jakarta.validation-api:2.0.2,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,com.fasterxml.woodstox:woodstox-core:5.2.1,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,commons-io:commons-io:2.2,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.springfox:springfox-bean-validators:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.apache.commons:commons-lang3:3.11,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.hibernate.validator:hibernate-validator:6.1.7.Final,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework.boot:spring-boot-starter-aop:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.springframework.boot:spring-boot-autoconfigure:2.4.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,io.springfox:springfox-spring-web:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.github.classgraph:classgraph:4.8.83,The MIT License (MIT),http://opensource.org/licenses/MIT
authentication-server,org.glassfish.jaxb:txw2:2.3.5,Eclipse Distribution License - v 1.0,http://www.eclipse.org/org/documents/edl-v10.php
authentication-server,joda-time:joda-time:2.10.6,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.11.4,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,commons-fileupload:commons-fileupload:1.4,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.springfox:springfox-schema:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework:spring-aop:5.3.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,org.springframework.security:spring-security-config:5.4.9,"The Apache Software License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,io.springfox:springfox-spring-webflux:3.0.0,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.springframework:spring-webmvc:5.3.13,"Apache License, Version 2.0",https://www.apache.org/licenses/LICENSE-2.0
authentication-server,io.github.openfeign:feign-core:10.12,"The Apache Software License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.mongodb:mongodb-driver-core:4.1.2,"The Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0.txt
authentication-server,org.reactivestreams:reactive-streams:1.0.3,CC0,http://creativecommons.org/publicdomain/zero/1.0/
authentication-server,com.onelogin:java-saml-core:2.8.0,MIT License,https://opensource.org/licenses/MIT
akarion-compliance-cloud,@apidevtools/json-schema-ref-parser@9.0.6,MIT,https://github.com/APIDevTools/json-schema-ref-parser
akarion-compliance-cloud,@authenio/samlify-node-xmllint@2.0.0,MIT,https://github.com/authenio/samlify-node-xmllint
akarion-compliance-cloud,@authenio/xml-encryption@1.3.0,MIT,https://github.com/auth0/node-xml-encryption
akarion-compliance-cloud,@babel/code-frame@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/compat-data@7.16.4,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/core@7.12.10,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/generator@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-annotate-as-pure@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-builder-binary-assignment-operator-visitor@7.10.4,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-compilation-targets@7.16.3,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-create-class-features-plugin@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-create-regexp-features-plugin@7.12.7,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-define-map@7.10.5,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-define-polyfill-provider@0.3.0,MIT,https://github.com/babel/babel-polyfills
akarion-compliance-cloud,@babel/helper-explode-assignable-expression@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-function-name@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-get-function-arity@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-hoist-variables@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-member-expression-to-functions@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-module-imports@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-module-transforms@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-optimise-call-expression@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-plugin-utils@7.14.5,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-remap-async-to-generator@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-replace-supers@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-simple-access@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-skip-transparent-expression-wrappers@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-split-export-declaration@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-validator-identifier@7.15.7,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-validator-option@7.14.5,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helper-wrap-function@7.12.3,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/helpers@7.12.5,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/highlight@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/parser@7.16.4,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-async-generator-functions@7.12.12,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-class-properties@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-decorators@7.16.4,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-dynamic-import@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-export-namespace-from@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-json-strings@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-logical-assignment-operators@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-nullish-coalescing-operator@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-numeric-separator@7.12.7,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-object-rest-spread@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-optional-catch-binding@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-optional-chaining@7.12.7,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-private-methods@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-proposal-unicode-property-regex@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-syntax-async-generators@7.8.4,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-generators
akarion-compliance-cloud,@babel/plugin-syntax-bigint@7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-bigint
akarion-compliance-cloud,@babel/plugin-syntax-class-properties@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-syntax-decorators@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-syntax-dynamic-import@7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import
akarion-compliance-cloud,@babel/plugin-syntax-export-namespace-from@7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-export-namespace-from
akarion-compliance-cloud,@babel/plugin-syntax-import-meta@7.10.4,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-syntax-json-strings@7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-json-strings
akarion-compliance-cloud,@babel/plugin-syntax-jsx@7.16.0,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-syntax-logical-assignment-operators@7.10.4,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-syntax-nullish-coalescing-operator@7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-nullish-coalescing-operator
akarion-compliance-cloud,@babel/plugin-syntax-numeric-separator@7.10.4,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-syntax-object-rest-spread@7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread
akarion-compliance-cloud,@babel/plugin-syntax-optional-catch-binding@7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding
akarion-compliance-cloud,@babel/plugin-syntax-optional-chaining@7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining
akarion-compliance-cloud,@babel/plugin-syntax-top-level-await@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-arrow-functions@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-async-to-generator@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-block-scoped-functions@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-block-scoping@7.12.12,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-classes@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-computed-properties@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-destructuring@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-dotall-regex@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-duplicate-keys@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-exponentiation-operator@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-for-of@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-function-name@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-literals@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-member-expression-literals@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-modules-amd@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-modules-commonjs@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-modules-systemjs@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-modules-umd@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-named-capturing-groups-regex@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-new-target@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-object-super@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-parameters@7.12.1,MIT,https://github.com/babel/babel
akarion-compliance-cloud,@babel/plugin-transform-property-literals@7.12.1,MIT,https://github.com/babel/babel
